id,name,entity_description,picturedescription,location_name,polygon_center_point
574,Karadjordjević Aleksandar Prince (1806-1885),"Prince Alexander Karadjordjević (1806-1885) was son of Karadjordje Petrović, leader of the First Serbian Uprising (1804-1815) and founder of the Karadjordjević Dynasty. After the first rule of Prince Miloš and Mihailo Obrenović (1815-1842) Alexander was ruling Prince of Serbia from the 1842 to 1858. During his reign to reform and modernization of the Serbian state was accomplished: the foundation of new schools, Code of civil rights (1844), the foundation of National Library and National Museum etc. On December 1858, after his disagreement with Ministers, the National Assembly forced him to abdicate and at the same time elected Prince Miloš Obrenović for the Prince of Serbia.
He lived in Vienna between 1871 and 1875, when he moved to Timisoara. He lived there until the rest of his life on 3 May 1885. He was buried in Vienna St. Marx cemetery on 8 May 1885 in his uniform with all his decorations next to his wife Princess Persida.  The requiem was served by Bishop Djordje Branković and 17 other priests in the Greek church of St. George at Fleischmarkt.   From the church to the cemetery two carriages with flowers, the prince’s horse with a black robe, a carriage with the prince´s body and his crown, sword and medals were leading the solemn procession.  
",https://sr.wikipedia.org/wiki/%D0%94%D0%B0%D1%82%D0%BE%D1%82%D0%B5%D0%BA%D0%B0:PrinceAlexander_I_w.jpg,Location of Karadjordjević Apartment,16.36460621983214 48.202831069000098
179,Obrenović Mihailo Prince (1823-1868),"Prince Mihailo Obrenović was born on 16 September 1823 in Kragujevac. He was Prince of Serbia from 1838 to 1842, and after his exile from 1860 to assassination on 10 June 1868 in Belgrade. His second rule was characterized by the liberation of Serbian cities from Ottoman garrisons, which was a great diplomatic effort. It was also his idea to create a Balkan Federation against the Ottoman Empire. Mihailo Obrenović was an enlightened ruler who travelled through Europe during his period of exile (1844-1850). He wanted to incorporate many of western European achievements in Serbian society. He died childless in 1868.  He was succeeded by his cousin, Milan Obrenović, whose grandfather was Jevrem Obrenović, a brother of Prince Miloš and Prince Mihailo´s uncle.  
Prince Mihailo lived in Vienna with some interruptions between 1843 and 1860.  He was the friend and supporter of all Serbian poets and writers in Vienna, starting with Vuk Karadžić (on whose recommendation the Prince traveled through the German states and met Leopold von Ranke and Jacob Grimm), then Anastas Jovanović, Djura Daničić, Branko Radičević, etc.  In July 1853 Djura Daničić returned to Vienna on the Prince´s invitation to be a Serbian language teacher for the Princess Julie.He stayed there until 1856. 
Prince Mihailo was also best man and godfather of the General Major Djordje Stratimirović family in Vienna.  On 10 May 1854 Prince was best man at the Stratimirović’s wedding in the Church of Holly Trinity, and then he and later Prince/King Milan were godfathers of the Stratimirović children.  There are also several compositions of a famous Austrian composers which are dedicated to Prince Mihailo: Johann Strauss Son op. 14 “Serben Quadrille” from 1846 ; Phillip Fahrbach Senior op. 151 “Serben Polka” from 1853  and Johann Dubez Op. 17 “Divertissement sur des motifs de l'Opéra: Ernani pour la Zither”. He married Countess Julie Hunyadi in Vienna on August 1853. His best man was the Russian diplomat Mayendorf. Austrian newspapers wrote that the Prince was dressed in national costume and had a saber with diamonds worth 80,000 florins. On the other side the Princess wore a diamond diadem. They lived in thhe “Obrenovic Palais” in Vienna and “Ivanka” castle near Bratislava. They separated by a signed agreement on 18 November 1865. The house in Vienna (estimated on 100,000 ducats) and also “Ivanka” became a property of the Princess as well as a yearly amount of 5,500 ducats.  
",https://en.wikipedia.org/wiki/File:Knez_Mihajlo_III_Obrenovic.jpg,Location of Russian legation in Vienna,16.371148462438185 48.203619430084601
685,Frušić Dimitrije (1790-1838) ,"He was born in 1790 in Divoš, Syrmia. He came to Vienna in autmn 1812 together with Dimitrije Davidović to study Medicine. They were together the founders, editors and owners of “Novine Serbske” from 1813 to 1816.In 1816, after he had finished his studies, he moved to Triest, where he worked as a doctor and died in 1838.  ","Dimitrije Frušić with family, a painting of Giuseppe Tominz  from about 1832.

https://sr.wikipedia.org/wiki/%D0%94%D0%B0%D1%82%D0%BE%D1%82%D0%B5%D0%BA%D0%B0:Jo%C5%BEef_Tominc_-_Dr._Fru%C5%A1i%C4%87_z_dru%C5%BEino.jpg

https://www.ng-slo.si/si/stalna-zbirka/1820-1870/druzina-dr-frusica-jozef-tominc?workId=1700",Location of Schmidbauer printing house,16.369829788537913 48.204977022276879
236,Arlov Ritter von Sava (1827-1903),Sava Arlov was Field Marshal Lieutenant (FML) and Austrian nobleman. Arlow was born on the Military Frontier in Petrinja (today in Croatia) on 26 October 1827. In 1848 he joined the Army. After the Battle of Custozza he was decorated with the Order of the Iron Crown 3th grade with War decoration (Orden der Eisernen Krone 3 Klasse mit der Kriegsdecoration). On 12 June 1867 he was enobled by Knighthood with title the “Ritter von” by the Austrian Emperor. In 1882 he was decorated with the Knight cross of the Leopold Order (Ritterkreuz des Leopold Ordens). He was promoted to the rank of General Major in 1883 and to the rank of Field Marshal Lieutenant in 1887. In 1888 on his 40 jubilee in the army he was decorated by Emperor Franz Josef I with the Order of the Iron Crown 2th grade with War decoration (Orden der Eisernen Krone 2 Klasse mit der Kriegsdecoration). Soon after that he retired and died in his appartment in Posthorngasse 5 (1030) on 30 May 1903. After the procession to the Greek Orthodox Church of the Holy Trinity on Fleischmarkt 13 (1010) he was buried on 2 June 1903 on Vienna Central cemetery. ,Grave stone of Sava Arlov on Central cemetery in Vienna.,Location of Apartment of Field Marshal Lieutenant Sava Ritter von Arlov,16.386404795683873 48.1996514686249
1132,Mandrović Konstantin Kosta (1840-1920) ,,Grave stone of Konstantin and Betty Mandrović on Central cemetery in Vienna.,Location of Editorial office of “Nemanja“,16.388229843837149 48.203852606555905
1132,Mandrović Konstantin Kosta (1840-1920) ,,Grave stone of Konstantin and Betty Mandrović on Central cemetery in Vienna.,Location of Editorial office of “Nemanja“,16.388229843837149 48.203852606555905
179,Obrenović Mihailo Prince (1823-1868),"Prince Mihailo Obrenović was born on 16 September 1823 in Kragujevac. He was Prince of Serbia from 1838 to 1842, and after his exile from 1860 to assassination on 10 June 1868 in Belgrade. His second rule was characterized by the liberation of Serbian cities from Ottoman garrisons, which was a great diplomatic effort. It was also his idea to create a Balkan Federation against the Ottoman Empire. Mihailo Obrenović was an enlightened ruler who travelled through Europe during his period of exile (1844-1850). He wanted to incorporate many of western European achievements in Serbian society. He died childless in 1868.  He was succeeded by his cousin, Milan Obrenović, whose grandfather was Jevrem Obrenović, a brother of Prince Miloš and Prince Mihailo´s uncle.  
Prince Mihailo lived in Vienna with some interruptions between 1843 and 1860.  He was the friend and supporter of all Serbian poets and writers in Vienna, starting with Vuk Karadžić (on whose recommendation the Prince traveled through the German states and met Leopold von Ranke and Jacob Grimm), then Anastas Jovanović, Djura Daničić, Branko Radičević, etc.  In July 1853 Djura Daničić returned to Vienna on the Prince´s invitation to be a Serbian language teacher for the Princess Julie.He stayed there until 1856. 
Prince Mihailo was also best man and godfather of the General Major Djordje Stratimirović family in Vienna.  On 10 May 1854 Prince was best man at the Stratimirović’s wedding in the Church of Holly Trinity, and then he and later Prince/King Milan were godfathers of the Stratimirović children.  There are also several compositions of a famous Austrian composers which are dedicated to Prince Mihailo: Johann Strauss Son op. 14 “Serben Quadrille” from 1846 ; Phillip Fahrbach Senior op. 151 “Serben Polka” from 1853  and Johann Dubez Op. 17 “Divertissement sur des motifs de l'Opéra: Ernani pour la Zither”. He married Countess Julie Hunyadi in Vienna on August 1853. His best man was the Russian diplomat Mayendorf. Austrian newspapers wrote that the Prince was dressed in national costume and had a saber with diamonds worth 80,000 florins. On the other side the Princess wore a diamond diadem. They lived in thhe “Obrenovic Palais” in Vienna and “Ivanka” castle near Bratislava. They separated by a signed agreement on 18 November 1865. The house in Vienna (estimated on 100,000 ducats) and also “Ivanka” became a property of the Princess as well as a yearly amount of 5,500 ducats.  
","Wedding of the Prince Mihailo with Julia Hunyadi in the Russian chapelle in Vienna, 1 August 1853. Litography of Anastas Jovanović 1853.

AJ 271 Muzej Grada Beograda",Location of Russian legation in Vienna,16.371148462438185 48.203619430084601
574,Karadjordjević Aleksandar Prince (1806-1885),"Prince Alexander Karadjordjević (1806-1885) was son of Karadjordje Petrović, leader of the First Serbian Uprising (1804-1815) and founder of the Karadjordjević Dynasty. After the first rule of Prince Miloš and Mihailo Obrenović (1815-1842) Alexander was ruling Prince of Serbia from the 1842 to 1858. During his reign to reform and modernization of the Serbian state was accomplished: the foundation of new schools, Code of civil rights (1844), the foundation of National Library and National Museum etc. On December 1858, after his disagreement with Ministers, the National Assembly forced him to abdicate and at the same time elected Prince Miloš Obrenović for the Prince of Serbia.
He lived in Vienna between 1871 and 1875, when he moved to Timisoara. He lived there until the rest of his life on 3 May 1885. He was buried in Vienna St. Marx cemetery on 8 May 1885 in his uniform with all his decorations next to his wife Princess Persida.  The requiem was served by Bishop Djordje Branković and 17 other priests in the Greek church of St. George at Fleischmarkt.   From the church to the cemetery two carriages with flowers, the prince’s horse with a black robe, a carriage with the prince´s body and his crown, sword and medals were leading the solemn procession.  
","Karadjordjević gravestone from Vienesse St. Marx cemetery, moved to Topola, Serbia in 1912.",Location of Karadjordjević Apartment,16.363033716389143 48.202299119541145
574,Karadjordjević Aleksandar Prince (1806-1885),"Prince Alexander Karadjordjević (1806-1885) was son of Karadjordje Petrović, leader of the First Serbian Uprising (1804-1815) and founder of the Karadjordjević Dynasty. After the first rule of Prince Miloš and Mihailo Obrenović (1815-1842) Alexander was ruling Prince of Serbia from the 1842 to 1858. During his reign to reform and modernization of the Serbian state was accomplished: the foundation of new schools, Code of civil rights (1844), the foundation of National Library and National Museum etc. On December 1858, after his disagreement with Ministers, the National Assembly forced him to abdicate and at the same time elected Prince Miloš Obrenović for the Prince of Serbia.
He lived in Vienna between 1871 and 1875, when he moved to Timisoara. He lived there until the rest of his life on 3 May 1885. He was buried in Vienna St. Marx cemetery on 8 May 1885 in his uniform with all his decorations next to his wife Princess Persida.  The requiem was served by Bishop Djordje Branković and 17 other priests in the Greek church of St. George at Fleischmarkt.   From the church to the cemetery two carriages with flowers, the prince’s horse with a black robe, a carriage with the prince´s body and his crown, sword and medals were leading the solemn procession.  
","Karadjordjević gravestone from Vienesse St. Marx cemetery, moved to Topola, Serbia in 1912.",Location of Karadjordjević Apartment,16.36460621983214 48.202831069000098
574,Karadjordjević Aleksandar Prince (1806-1885),"Prince Alexander Karadjordjević (1806-1885) was son of Karadjordje Petrović, leader of the First Serbian Uprising (1804-1815) and founder of the Karadjordjević Dynasty. After the first rule of Prince Miloš and Mihailo Obrenović (1815-1842) Alexander was ruling Prince of Serbia from the 1842 to 1858. During his reign to reform and modernization of the Serbian state was accomplished: the foundation of new schools, Code of civil rights (1844), the foundation of National Library and National Museum etc. On December 1858, after his disagreement with Ministers, the National Assembly forced him to abdicate and at the same time elected Prince Miloš Obrenović for the Prince of Serbia.
He lived in Vienna between 1871 and 1875, when he moved to Timisoara. He lived there until the rest of his life on 3 May 1885. He was buried in Vienna St. Marx cemetery on 8 May 1885 in his uniform with all his decorations next to his wife Princess Persida.  The requiem was served by Bishop Djordje Branković and 17 other priests in the Greek church of St. George at Fleischmarkt.   From the church to the cemetery two carriages with flowers, the prince’s horse with a black robe, a carriage with the prince´s body and his crown, sword and medals were leading the solemn procession.  
","Karadjordjević gravestone from Vienesse St. Marx cemetery, moved to Topola, Serbia in 1912.",Location of Karadjordjević Apartment,16.363033716389143 48.202299119541145
574,Karadjordjević Aleksandar Prince (1806-1885),"Prince Alexander Karadjordjević (1806-1885) was son of Karadjordje Petrović, leader of the First Serbian Uprising (1804-1815) and founder of the Karadjordjević Dynasty. After the first rule of Prince Miloš and Mihailo Obrenović (1815-1842) Alexander was ruling Prince of Serbia from the 1842 to 1858. During his reign to reform and modernization of the Serbian state was accomplished: the foundation of new schools, Code of civil rights (1844), the foundation of National Library and National Museum etc. On December 1858, after his disagreement with Ministers, the National Assembly forced him to abdicate and at the same time elected Prince Miloš Obrenović for the Prince of Serbia.
He lived in Vienna between 1871 and 1875, when he moved to Timisoara. He lived there until the rest of his life on 3 May 1885. He was buried in Vienna St. Marx cemetery on 8 May 1885 in his uniform with all his decorations next to his wife Princess Persida.  The requiem was served by Bishop Djordje Branković and 17 other priests in the Greek church of St. George at Fleischmarkt.   From the church to the cemetery two carriages with flowers, the prince’s horse with a black robe, a carriage with the prince´s body and his crown, sword and medals were leading the solemn procession.  
","Karadjordjević gravestone from Vienesse St. Marx cemetery, moved to Topola, Serbia in 1912.",Location of Karadjordjević Apartment,16.36460621983214 48.202831069000098
578, Karadjordjević Persida Princess  (1813-1873) ,"Princess Persida Karadjordjević (1813-1873) was a daughter of Jevrem Nenadović, from the famous Nenadović family in Brankovina, Serbia. She was married to Prince Alexander from 1830 and they had four sons and six daughters.   Their oldest son was Peter, the future King of Serbia (1904-1921). After 1858 she lived with her family in Timisoara until 1870, when she moved to Vienna and where she died on 29 March 1873 at the age of 60.","Karadjordjević gravestone from Vienesse St. Marx cemetery, moved to Topola, Serbia in 1912.",Location of Karadjordjević Apartment,16.363033716389143 48.202299119541145
578, Karadjordjević Persida Princess  (1813-1873) ,"Princess Persida Karadjordjević (1813-1873) was a daughter of Jevrem Nenadović, from the famous Nenadović family in Brankovina, Serbia. She was married to Prince Alexander from 1830 and they had four sons and six daughters.   Their oldest son was Peter, the future King of Serbia (1904-1921). After 1858 she lived with her family in Timisoara until 1870, when she moved to Vienna and where she died on 29 March 1873 at the age of 60.","Karadjordjević gravestone from Vienesse St. Marx cemetery, moved to Topola, Serbia in 1912.",Location of Karadjordjević Apartment,16.36460621983214 48.202831069000098
578, Karadjordjević Persida Princess  (1813-1873) ,"Princess Persida Karadjordjević (1813-1873) was a daughter of Jevrem Nenadović, from the famous Nenadović family in Brankovina, Serbia. She was married to Prince Alexander from 1830 and they had four sons and six daughters.   Their oldest son was Peter, the future King of Serbia (1904-1921). After 1858 she lived with her family in Timisoara until 1870, when she moved to Vienna and where she died on 29 March 1873 at the age of 60.","Karadjordjević gravestone from Vienesse St. Marx cemetery, moved to Topola, Serbia in 1912.",Location of Karadjordjević Apartment,16.363033716389143 48.202299119541145
578, Karadjordjević Persida Princess  (1813-1873) ,"Princess Persida Karadjordjević (1813-1873) was a daughter of Jevrem Nenadović, from the famous Nenadović family in Brankovina, Serbia. She was married to Prince Alexander from 1830 and they had four sons and six daughters.   Their oldest son was Peter, the future King of Serbia (1904-1921). After 1858 she lived with her family in Timisoara until 1870, when she moved to Vienna and where she died on 29 March 1873 at the age of 60.","Karadjordjević gravestone from Vienesse St. Marx cemetery, moved to Topola, Serbia in 1912.",Location of Karadjordjević Apartment,16.36460621983214 48.202831069000098
