"id","name","entity_description","picture_id","picture_description","pic_url","location_name","location_description","coordinates","place_image"
"322","Joanović Djordje (1871-1932)","Dr. Djordje Joanović (1871-1932) was born in Vienna on 16 June 1871 in the family of Hariton and Maria Joanović. His father, Hariton, was born in Beodra (today Novo Miloševo, Serbia). He settled and lived in Vienna after the accomplishment of his Law Studies. He was the secretary of Baron Simon von Sina (1810-1876), one of the richest men of the Habsburg Empire. Djordje was baptised in the Greek Orthodox Church of the Holy Trinity in Fleischmarkt 13 (1010 Vienna), and his godfather was Baron Sina himself. After elementary school and after attending the Schottengymnasium in 1889, Joanović graduated in Medicine at the University of Vienna in 1895 with the title of Doctor of Medical Science. He remained on the same as assistant to Professor Richard Paltauf (1858-1924), then as Dozent from 1904, as Associate Professor from 1909, and as a Full Professor from 1919. In 1911 he was the editor of the scientific magazine ""Urania"" in Vienna. Since 1913 Joanović had been the Head of the Pathology Department at the Vienna Polyclinic. After the First World War he moved to the Kingdom of Serbs, Croats and Slovenes, where he was one of the founders of the Medical Faculty (where he taught Pathology from 1921) and the Pathology Institute in Belgrade. Joanović also founded the Yugoslav Society for the Study and Suppression of Cancer. In the field of Pathology he left more than 50 scientific papers, printed in German, French and Serbian. He was a member of numerous prestigious academic institutions in the country and abroad, including: a corresponding member of the Serbian Royal Academy, the President of the Serbian Medical Society, a honorary member of the Matica Srpska, a member of the German and Czech Oncology Committee, and the President of the fund for helping poor students. Dr. Djordje Joanović died on 28 January 1932 in Belgrade and was buried in Beodra (today Novo Miloševo, Serbia). The Institute of Pathology in Belgrade, the General Hospital in Zrenjanin as well as the Primary School in Novo Miloševo were named after him.","644","https://sr.wikipedia.org/wiki/%D0%94%D0%B0%D1%82%D0%BE%D1%82%D0%B5%D0%BA%D0%B0:Dr_Djordje_Joanovic.jpg","https://orthodoxes-wien.oeaw.ac.at/repository/pic/644","Apartment of Djordje Joanović","Here was the last Viennese address of Dr Djordje Joanović.","16.34227142105555 48.215988495527","https://orthodoxes-wien.oeaw.ac.at/repository/pic/4741"
"1362","Bajić Luka von (1839-1907)","Luka von Bajić (1839-1907) was a cattle dealer, who lived in Vienna for more than 40 years. He was one of the founders of the company ""Gebrüder Baich"" together with his brothers Teodor and Jovan in 1877. This company was dissolved in 1892. Already in the Cataster from 1869 the brothers Luka and Jovan von Bajić are mentioned as owners of the house in Simmeringer Hauptstraße 46 and Am Kanal 37 (it is the same object with entrances on both streets). The old Cataster number was Hauptstraße No. 277. This building still exists. Jovan and Luka von Bajić donated 300 florins for the building of the Serbian Orthodox Church of St. Sava in Vienna.
His father's grandfather, Jovan Bajić, was ennobled in 1791. Luka von Bajić was a member of the Serbian Orthodox Church Community of St. Sava in Vienna as well as its President from 6 September 1894 until 1897. The company of Luka von Bajić for cattle trade was located on Zentralviehmarkt (1030 Vienna) and was registered on 17 March 1901. Before that he was also registered as importer of cattle from 11 October 1898. Luka von Bajić was deleted from the register after his death in 1907. His company continued to work under his son Petar von Bajić. In 1899 Luka sold together with Milan, Ljubica and Desanka von Bajić a house in Schützengasse 17 (1030 Vienna) (still exists). Luka von Bajić died on 23 March 1907 at the age of 67 in his apartment in Barichgasse 3 (1030 Vienna) (does not exist anymore). He was buried in the Serbian part 68B of the Viennese Central Cemetery (Wiener Zentralfriedhof, 1110 Vienna) on 25 March 1907.
His wife Ljubica was born in the family Ostojić. Luka's son, Teodor von Bajić (1870-1895) died on 8 May 1895 at the age of 25 in the house Schützengasse 17 (1030 Vienna).","1931","Tomb of the Family Bajić in the Serbian part 68B of the Viennese Central Cemetery (Wiener Zentralfriedhof) in 1110 Vienna. Photograph by Zlatan Stojadinović (2019).","https://orthodoxes-wien.oeaw.ac.at/repository/pic/1931","The House of the Family Bajić in Simmeringer Hauptstraße","This house was built by the Family Bajić in the 1840s. Already in the Cataster from 1869 the brothers Luka and Jovan von Bajić are mentioned as owners of the house in Simmeringer Hauptstraße 46 and Am Kanal 37 (it is the same object with entrances on both streets). The old Cataster number was Hauptstraße No. 277.","16.410853000405012 48.17909053454035","https://orthodoxes-wien.oeaw.ac.at/repository/pic/1377"
"1148","Karadžić Stefanović Vuk (1787-1864)","Vuk Stefanović Karadžić (1787-1864) was a Serbian philologist and linguist and greatest reformer of the Serbian language. He became also well known for his collection of Serbian folk songs, fairy tailes and riddles. Vuk Stefanović Karadžić lived and worked in Vienna for more than 50 years. He moved there in 1813 after the end of the First Serbian Uprising (1804-1813) against the Ottoman Empire. In Vienna Vuk Stefanović Karadžić met Jernej Kopitar (1780-1844), a Slovenian philologist and censor at the Imperial Library, who encouraged Vuk in his collection of folk material. Vuk met Dimitrije Davidović, Dimitrije Frušić and Sava Mrkalj in Pest and stayed in contact with them also in Vienna. Vuk printed his first book entitled ""Pesnarica"" (a collection of Serbian folk songs) in Vienna in the Schnierer publishing house in 1,500 copies. In the same year Vuk printed the book ""Pismenica""  (""Pismenica serbskoga jezika""), the first grammar of the reformed Serbian language. Vuk published a new edition in 1818, which was translated by the famous German philologist Jacob Grimm (1785-1863) into the German language in 1824 (entitled ""Kleine serbische Grammatik""). Grimm was impressed by the Serbian cultural heritage in the form of folk poems and songs. Vuk met Jacob Grimm in 1823 and Johann Wolfgang von Goethe (1749-1832) in his house in Weimar in 1824. Goethe was interested in Serbian folk poetry since the year 1778, when he translated ""Hasanaginica"", a South Slavic folk ballad. From 1823 to 1827 Goethe translated folk songs from Vuk's books in the journal ""Über Kunst und Alterthum"", the first one was ""Dioba Jakšića"" (""Erbschaftsteilung""). Apart from Goethe and Grimm Vuk's folk songs were translated into Czech (""Prostonárodní srbská muza, do Cech převedená"", 1817), English (""Servian popular poetry"", 1827), Swedish (""Serbiska folksänger"", 1830), Hungarian (""Szerb népdalok hősregék"", 1836) and into Polish (""Narodowe piesni serbskie"", 1853). Kopitar introduced Vuk to Leopold von Ranke (1795-1886), one of the greatest German historians, in 1827. On the basis of Vuk's knowledge of the First Serbian Uprising against the Ottoman Empire, Ranke published his book on the ""Serbian revolution"" in 1828.
Vuk's Serbian-German Dictionary, printed in 1818 in the publishing house of the Armenian Mechitarist Monastery (Mechitaristengasse 4, 1070 Vienna), was the first book ever printed in the newly reformed Serbian language. Vuk standardised the Serbian Cyrillic alphabet based on the phonemic principle of Johann Christoph Adellung (1732-1806), a great German philologist. His motto was: ""Write as you speak, and read as it is written"". This book was printed from donations, firstly by Theodor Demeter Tirka (1764-1839), a Greek merchant and banker from Vienna, who was also godfather of Vuk's children.
Vuk married Anna Kraus (1788-1876) in the Roman Catholic Church of St. Rochus (Landstraßer Hauptstraße 54-56, 1030 Vienna) on 28 January 1818. His best man was Jernej Kopitar. Vuk's first rented apartment was that of Anna's father, where they met. During his life in Vienna Vuk changed address more than 20 times. The couple had 12 children, but only two of them overlived Vuk: his daughter Wilhelmine-Mina (1828-1894) and his son Dimitrije (1836-1883).
Vuk was very active in the social life among the Viennese Serbs. He was a friend of Prince Miloš Obrenović and Prince Mihailo Obrenović, Petar Petrović Njegoš, Djura Daničić, Branko Radičević, Anastas Jovanović, etc. Vuk was also very reputable among all Slavs, his friends and associates were the Russian priest Michail Fjodorowitsch Rajewski (1811-1844), Jernej Kopitar, Josef Dobrovský (1753-1829), František Palacký (1798-1876), Pavel Jozef Šafárik (1795-1861), Franz Xaver Ritter von Miklosich (1813-1891), etc. Vuk was often guest in the so-called ""Slavonic Café"" (also ""Café Gerlovich""), also ""Zum Weissen Wolfen"" (Fleischmarkt 20/Wolfengasse 3, 1010 Vienna), and other places where the Slavs gathered in Vienna.
In 1823 Vuk became honorary Doctor of Philosophy at the University of Jena. In 1826 Vuk received a Russian and in 1835 a Serbian pension. He was very reputable in the Russian Empire. Apart from the pension the Russian Emperor Nikolaj I Pavlovič (1796-1855) honored him with the Gold medal in 1841 and in 1862 he was awarded with the Order of St. Anna 2nd class with crown. Vuk became a corresponding member of the Imperial Academy of Sciences in Vienna on 14 January 1848. Three days before he had received a ring with brilliants as a gift of the Austrian Emperor Ferdinand I (1793-1875), who thanked him for his book of Serbian folk songs entitled ""Srpske Narodne pjesme"". In 1850 the Austrian Emperor Franz Joseph I (1830-1916) honored Vuk with the Knight's Cross of the Franz Josef Order 3rd class and in 1851 with the Gold Medal for Science. Vuk was also awarded the Prussian Order of the Red Eagle 3rd class in 1852.
Vuk died in his appartment, where he spent his last 15 years of life, in Marokkanergasse 3 (1030 Vienna) on 7 February 1864. After the memorial service in the Greek Orthodox Church of St. George in Griechengasse 5 (1010 Vienna) he was buried in the Orthodox part of the St. Marx Cemetery (1030 Vienna). His mortal remains were transferred to Belgrade in 1897, while the tombstone still stands in the Orthodox part of the St. Marx Cemetery. On the house in Marokkanergasse 3 (1030 Vienna) a memorial plaque was placed in the 1950s, and Vuk’s monument was erected in Rasumofskygasse 22 (1030 Vienna) in 1987.","3457","https://sr.wikipedia.org/wiki/%D0%92%D1%83%D0%BA_%D0%A1%D1%82%D0%B5%D1%84%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%9B_%D0%9A%D0%B0%D1%80%D0%B0%D1%9F%D0%B8%D1%9B#/media/File:%D0%92%D1%83%D0%BA_%D0%A1%D1%82%D0%B5%D1%84%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%9B_%D0%9A%D0%B0%D1%80%D0%B0%D1%9F%D0%B8%D1%9B.1846.jpg","https://orthodoxes-wien.oeaw.ac.at/repository/pic/3457","Apartment of Vuk Stefanović Karadžić","Vuk Stefanović Karadžić died in his appartment, where he spent his last 15 years of life, in Marokkanergasse 3 (1030 Vienna) on 7 February 1864.

Here died also Dimitrije Tirol (1838-1876), a Serbian painter, who was born in Timișoara (today Romania), on 13 February 1876.","16.379525266712967 48.200030702420705",""
"1127","Jovanović Anastas (1817-1899)","Anastas Jovanović (1817-1899) was the first Serbian lithograph and one of the first Serbian photographers. He was born in 1817 in Vraca (today Bulgaria). As a boy he came to Belgrade, where he engaged in drawing and engraving. Due to his significant engravings he was recommended for a scholarship abroad. Upon his arrival in Vienna in 1838, as one of ten scholarship holders, he got to know the famous Greek banker Demeter Tirka (ca. 1802-1874), who became his patron. Since Anastas Jovanović did not possess the necessary knowledge for the Academy of Fine Arts (""Akademie der bildenden Künste""), Demeter Tirka enrolled him in the Greek National School (""Griechische Nationalschule""). Demeter Tirka was the patron and godfather of Vuk Stefanović Karadzić (1787-1864) and the banker of Prince Mihailo Obrenović (1823-1868). After the Greek National School, Anastas Jovanović started his studies at the Academy of Fine Arts (""Akademie der bildenden Künste""), which was then in the Monastery of St. Anna (""Annakloster""), where he studied until 1845. Having encountered at the Academy the basics of photography, he bought a Voigtländer camera in 1840. According to him, the camera costed about 100 forints and was the third camera of its kind. Anastas Jovanović welcomed Prince Miloš Obrenović (1780-1860), when he moved to Vienna in 1841. Since then he had been in friendly relations with the Prince, first as an interpreter, and in 1844 he became his secretary. In Vienna Anastas Jovanović had his own studio, where he made icons, but he also dealt with photography and lithography, and mostly with portrait photography. He left a rich artistic and photographic legacy, which is preserved today in the Museum of the City of Belgrade (""Muzej Grada Beograda""). As a man of confidence of the Obrenović dynasty he returned with Prince Miloš Obrenović to Serbia in 1858, where he became the majordomo of Prince Mihailo Obrenović in 1860. After the Prince's death in 1868, Anastas Jovanović withdrew from public life and stayed often in Vienna, where he had been a member of the Viennese Photographic Society since 1877. The Albertina Museum in Vienna preserves 12 of his photographs in its collections. Anastas Jovanović died in Belgrade in 1899.","2421","Anastas Jovanović in Vienna (1854).

https://sr.wikipedia.org/wiki/%D0%90%D0%BD%D0%B0%D1%81%D1%82%D0%B0%D1%81_%D0%88%D0%BE%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%9B#/media/File:Anastas_Jovanovi%C4%87_(self-portrait).jpg","https://orthodoxes-wien.oeaw.ac.at/repository/pic/2421","Hotel National","In this building Anastas Jovanović (1817-1899) lived with his son Konstantin from 1849 to 1858. Here he had his studio and made some of the most famous portraits of prominent Serbs in the 19th century.","16.380679958355227 48.215464837031348","https://orthodoxes-wien.oeaw.ac.at/repository/pic/3713"
"2133","Malenić David (1796-1862)","David Malenić (1796-1862) was a Serbian merchant in Vienna and one of the founders of the Serbian Orthodox Church Community of St. Sava in Vienna. He was born in Zemun (today Serbia) on 18 July 1796. David Malenić founded his Company ""D. Mallenitz"" in Vienna in 1838 and traded until his death in 1862. The company's address was situated in the ""Drachenhaus"" (Fleischmarkt 20-22, 1010 Vienna). Before he founded his own company, he had been an executive in the Company ""C. J. Bosino"", whose owners were Helene Bosino, Malenić's future wife, with her brother and sister. David Malenić had worked in this company at least since 1834. He died on 8 February 1862 in Am Bergel 481 (1010 Vienna) and was buried in the St. Marx Cemetery (1030 Vienna) on 12 February 1862. His brother Dimitrije and his sister Julija erected the tombstone, which still exists.","2604","Tombstone of David Malenić in the St. Marx Cemetery. Photograph by Zlatan Stojadinović (2019).","https://orthodoxes-wien.oeaw.ac.at/repository/pic/2604","Store of David Malenić","The ""Drachenhaus"" was built in 1823 and was owned by Simon Georg Freiherr von Sina (1782-1856). Here was the seat of the Company ""D. Mallenitz"" of the Serbian merchant David Malenić (1796-1862).","16.377560169065127 48.210167184765453","https://orthodoxes-wien.oeaw.ac.at/repository/pic/4460"
"1162","Stojanović Petar (1877-1957) ","Petar Stojanović (1877-1957) was a Serbian violinist and composer. He was born in Budapest (today Hungary) on 25 August 1877. Petar Stojanović studied at the Viennese Conservatorium from 1899 to 1905. During his studies he received a state prize for his violin concert (""Staatspreis für Schüler der Kompositionsklassen an österreichischen Konservatorien und Musikschulen"") in 1904. In 1905 Petar Stojanović composed his opera ""Der Tiger"", which had its world premiere in the Opera of Budapest on 14 November 1905. The text for the opera had been written by the Director of the Viennese Conservatorium, Richard von Perger (1854-1911). Petar Stojanović lived in Vienna, where he composed several of his works, and he had several appearances in concerts. On 10 March 1910 the violinist Petar Stojanović held a concert together with the pianist Bertha Jahn-Beer (1883-1929) in the Bösendorfer-Saal (Palais Liechtenstein,Herrengasse 6-8, 1010 Vienna). He performed also with the famous Serbian opera singer and member of the Viennese Opera Nikola Zec (1883-1958) at the Academy of St. Sava in the Hotel Continental (Taborstraße 2, 1020 Vienna) on 26 January 1925. Petar Stojanović composed the music for two operettas, which were on stage in the Viennese Carl Theater (Carltheater, Praterstraße 31, 1020 Vienna), namely ""Liebchen vom Dach"" and ""Der Herzog von Reichstadt"". The operetta ""Liebchen vom Dach"" had its world premiere in the Carl Theater on 19 May 1917 and the operetta ""Der Herzog von Reichstadt"" on 11 February 1921. ""Der Herzog von Reichstadt"" was played more than 200 times in Vienna (until 1924). In 1912 Petar Stojanović had founded a private school for violin courses in Florianigasse 60 (1080 Vienna). He published also a handbook entitled ""Neue Elementar-Violinschule"" (Vienna, Ludwig Doblinger Verlag) in four volumes in 1914. He founded the Society of the Friends of Slavic Music (""Gesellschaft der Freunde slawischer Musik"") in Vienna in 1925. Petar Stojanović married Henriette Stefanie Wilezynska from Vienna in the Serbian Orthodox Church of St. Sava in Vienna on 2 February 1911. At this time Petar Stojanović lived in Lustkandlgasse 37(1090 Vienna). His son Aleksandar Jovan was born in Vienna on 30 October 1918 and was baptised in the Serbian Orthodox Church of St. Sava on 5 November. Petar Stojanović lived with his family at that time in Friedlgasse 45 (1190 Vienna). Since 1925 he lived in Belgrade, where he worked as a director of a music school. Petar Stojanović died in Belgrade on 11 September 1957.","5704","https://commons.wikimedia.org/wiki/File:Composer_Petar_Stojanovi%C4%87.jpg","https://orthodoxes-wien.oeaw.ac.at/repository/pic/5704","Apartment of Petar Stojanović","Here lived Petar Stojanović (1877-1957), a Serbian violinist and composer, during the time of his wedding with Henriette Stefanie Wilezynska in 1911.","16.351402747953625 48.228583282313394","https://orthodoxes-wien.oeaw.ac.at/repository/pic/5874"
"222","Vujić Nikola (1846-1910)","Nikola Vujić (1846-1910) was an Austrian Field marshal-lieutenant of Serbian origin, who was born in Prigor (today Romania) on 28 September 1846. He received the title of Knight (""Ritter"") in 1884 and was promoted to the rank of Major General in 1898. In 1903 Nikola Vujić became Field marshal-lieutenant. In the same year he was appointed to President of the Technical Military Committee. Nikola Vujić retired in 1908 and was honoured with the title of Baron. With his wife Karoline he had a son called Nikola and a daughter called Karolina (married Müller). Nikola Vujić was a corresponding member of the Serbian Royal Academy since 1885 and full member since 15 November 1892. He died in his apartment in Schönburggasse 17 (1040 Vienna) on 12 March 1910 and was buried in the Viennese Central Cemetery (Wiener Zentralfriedhof, 1110 Vienna) three days later.","2408","https://www.sanu.ac.rs/clan/vujic-nikola/","https://orthodoxes-wien.oeaw.ac.at/repository/pic/2408","Apartment of Nikola Vujić","Here died Nikola Vujić (1846-1910), an Austrian Field marshal-lieutenant of Serbian origin, on 12 March 1910.","16.369567148502412 48.187336686136206","https://orthodoxes-wien.oeaw.ac.at/repository/pic/4455"
"1990","Bajić Тeodor von (1846-1897)","Teodor von Bajić (1846-1897) was a Viennese cattle dealer and one of the founders of the company ""Gebrüder Baich"" together with his brothers Jovan and Luka in 1877. This company was dissolved in 1892. In 1896 he was the founder of the company for cattle trade ""Baich & Ostoits"" together with his father in law Djordje Ostojić. The company's address was Hainburgerstrasse 21 (1030 Vienna, still exists) and Zentralviehmarkt (1030 Vienna). The comapny donated 300 florins for the building of the Serbian Orthodox Church of St. Sava in Vienna. His father's grandfather, Jovan Bajić, was ennobled in 1791. Teodor von Bajić was a member of the Serbian Orthodox Church Community Cuncil of St. Sava in Vienna. He lived in Hainburgerstraße 21 (1030 Vienna).
Teodor von Bajić died in the Sanatorium Löw (Mariannengasse 20, 1090 Vienna, still exists) on 26 March 1897 at the age of 50 and was buried on 28 March in the Viennese Central Cemetery (Wiener Zentralfriedhof) in 1110 Vienna. On 22 February 1898 Teodor von Bajić was deleted from the commercial register after his death and Djordje Ostojić was appointed as the only owner of the company. He died on 19 November 1901 at the age of 70 and was buried in the Viennese Central Cemetery (Wiener Zentralfriedhof, 1110 Vienna).on 20 November 1901. In 1902 Djordje Ostojić was deleted from the commercial register and his successors were Zora von Bajić (Djordje's daughter and Teodor's wife) and Dušan von Bajić (Teodor's and Zora's son).","","","","Apartment of Teodor von Bajić","Here lived Teodor von Bajić (1846-1897), a merchant and donor for the building of the Serbian Orthodox Church of St. Sava in Vienna.

Here died Dušan von Bajić (1881-1909), the son of Teodor von Bajić, merchant and, after the death of his grandfather Djordje Ostojić, the owner of the company ""Baich & Ostoits"".","16.394781889822475 48.20128648938865","https://orthodoxes-wien.oeaw.ac.at/repository/pic/4297"
"1082","Gopčević Spiridon Jr. (1855-1936?)","Spiridon Gopčević Jr. (1855-1936?) was a Serbian diplomat, journalist and astronomer born in Trieste in 1855. His father was Spiridon Gopčević Sr. (1809-1861), one of the richest Serbs in the Habsburg Empire. After his father's death in 1861, the young Spiridon lived in Vienna with his mother and his sister. After attending St. Anna Jesuit school he studied at the grammar school in Melk until 1869. In 1874 and 1875 he was at the Viennese Conservatorium. Here Gopčević had financial support from General Djordje Stratimirović (1822-1908), whom Gopčević's father had helped during the Revolution of 1848 in the battle against the Hungarians. In 1875 Spiridon Gopčević Jr. took part in Montenegrin uprising against the Turks, and later he became correspondent of many Austrian newspapers. Gopčecić wrote many books and pamphlets on the history, ethnology and politics in the Balkan Peninsula. From 1886 to 1887 he was the Serbian attaché in Berlin and from 1887 to 1890 in Vienna. In 1886 he married Franziska Praskowitz in Vienna. Their son Spiridon was born in Trieste in 1883 and their daughter Danica in Vienna in 1888. Spiridon Gopčević Jr. was the owner and editor of the Viennese newspaper ""Wiener Tagespost"" from May 1890 until January 1891. He corresponded with many European artists and statesmen, amongst others with Otto von Bismarck (1815-1898), Giuseppe Garibaldi (1807-1882), William Ewart Gladstone (1809-1898) and Victor Hugo (1802-1885). In 1891 he left Vienna and moved to Celje (today Slovenia) and then in 1893 to the island of Mali Lošinj (today Croatia). There he founded the observatory named ""Manora"" and published many works in the field of Astronomy under the pseudonym Leo Brenner. Spiridon Gopčević Jr. stayed there until 1908 and published the a journal on Astronomy called ""Astronomische Rundschau"", which was issued monthly from 1899 to 1908. He travelled through the USA, Siberia, the Middle East and North Africa. From ca. 1909 to 1912 he lived in the USA and later moved to Berlin, where he stayed until the end of his life. The date of his death is unknown. The most common years which are mentioned in encyclopaedias are 1928 and 1936.","5841","https://sr.wikipedia.org/wiki/%D0%A1%D0%BF%D0%B8%D1%80%D0%B8%D0%B4%D0%BE%D0%BD_%D0%93%D0%BE%D0%BF%D1%87%D0%B5%D0%B2%D0%B8%D1%9B#/media/%D0%94%D0%B0%D1%82%D0%BE%D1%82%D0%B5%D0%BA%D0%B0:Spiridon_Gopcevic_1.jpg","https://orthodoxes-wien.oeaw.ac.at/repository/pic/5841","Apartment of Spiridon Gopčević Jr. (1855-1936?)","Here was the last Viennese address of Spiridon Gopčević Jr. (1855-1936?) in 1891.","16.365165851328943 48.193443098041151","https://orthodoxes-wien.oeaw.ac.at/repository/pic/4454"
"1986","Bajić Jovan von (1841-1893)","Jovan von Bajić (1841-1893) was a Viennese merchant and cattle dealer. He was one of the founders of the company ""Gebrüder Baich"" together with his brothers Teodor and Luka in 1877. This company was dissolved in 1892. His father's grandfather, Jovan Bajić, was ennobled in 1791.
Jovan von Bajić married Desanka Polit (1853-1939). Already in the Cataster from 1869 the brothers Luka and Jovan von Bajić are mentioned as owners of the house in Simmeringer Hauptstraße 46 and Am Kanal 37 (it is the same object with entrances on both streets). The old Cataster number was Hauptstraße No. 277. This building still exists. Jovan and Luka von Bajić donated 300 florins for the building of the Serbian Orthodox Church of St. Sava in Vienna. Jovan von Bajić died on 5 September 1893 in Schützengasse 17 (1030 Vienna).","","","","Apartment of Jovan von Bajić","Jovan von Bajić died here on 5 September 1893. He was was a Viennese merchant and cattle dealer. Photograph by Zlatan Stojadinović (2019).
","16.389149372272534 48.1946231698711","https://orthodoxes-wien.oeaw.ac.at/repository/pic/4779"
"2012","Stova Mihajlo (1834-1879) ","Mihajlo Stova (1834-1879) was a Serbian merchant and together with his brother Aleksandar Stova (1836-1898) the owner of the Company ""Gebrüder Stova"". He was born in Ivanić (Military Frontier, today Croatia) and died on 4 July 1879 at the age of 45 in his apartment in Hirschengasse 65 (1190 Vienna). He was buried on 6 July 1879 in the Orthodox part of the St. Marx Cemetery (1030 Vienna). The Company ""Gebrüder Stova"" (Fleischmarkt 16, 1010 Vienna) was founded on 1 January 1864 and registered on 29 February 1864. Since 17 July 1896 the company was in financial crisis and was deleted from the commercial register at the beginning of 1898.","","","","House of Danilo Žefarović in Fleischmarkt 16","Danilo Žefarović built the house called ""zur weißen Rose"" in Fleischmarkt 16 (1010 Vienna) at the beginning of the 19th century (ca. 1800) and died there on 3 May 1806. On the facade, among other ornamental reliefs, there is to be seen the coat of arms of the family Žefarović above the gate.
Many Serbian merchants lived or had their stores in Fleischmarkt during the 19th century.

Here was the seat of the Company ""Gebrüder Stova"", which was owned by the brothers Aleksandar Stova (1836-1898) and Mihajlo Stova (1834-1879). The company existed from 1864 until 1898.

The Company ""Mirovich D.C."" also had its seat at this place since the year 1847. Its owner was Dimitrije Konstantin Mirović, a merchant, treasurer of the Serbian Orthodox Church Community of St. Sava in Vienna and one of the initiators of the founding of this very community in 1860.

Here died the Serbian merchant Vasilije Aleksić (1813-1877) at the age of 64 on 7 March 1877 and was buried two days later in the Orthodox part of the St. Marx Cemetery (1030 Vienna).","16.376703308585569 48.210378100428599","https://orthodoxes-wien.oeaw.ac.at/repository/pic/3410"
"2022","Zurunić Teodor (1866–1951)","Teodor Zurunić (1866-1951) was born in Stari Majdan (today Bosnia and Hercegovina) on 30 January 1866. After attending the grammar school in Novi Sad (today Serbia), he studied Law in Vienna from 1884 to 1888 and was promoted to Dr of Law. Teodor Zurunić was a civil servant in the department for Bosnia and Herzegovina in the Ministry of Finance since 1888. In 1898 he was awarded the Knight's Cross of the Franz Josef Order. On 31 October 1913 he received the Order of the Iron Crown 2nd class. In December 1896 Teodor Zurunić was promoted to the position of secretary in the Ministry of Finance. At that time he was the first official from Bosnia and Herzegovina to reach this rank in the Austro-Hungarian administration. He was the first doctor of Law from this very province.  In February 1903 Teodor Zurunić was promoted to Governing Councillor (""Regierungsrat"") in the same Ministry. Since September 1896 he was lecturing the Serbo-Croatian language at the Theresian Military Academy (""Theresianische Militärakademie"") in Wiener Neustadt. In October 1909 Teodor Zurunić was promoted to the rank of Court Councillor (""Hofrat""). In April 1912 he was promoted to ""Sektionschef"" in the Provincial government (""Landesregierung"") of Bosnia and Herzegovina in Sarajevo. In November 1913 he became the head of the administrative department in this government.
By his own demand Teodor Zurunić was sent to retirement on 15 November 1915.
Teodor Zurunić was for decades the secretary of the Serbian Orthodox Church Community Council of St. Sava in Vienna. He wrote the chapter on domestic art and handicraft entitled ""Haus- und Kunstgewerbe"" in the series ""Die österreichisch-ungarische Monarchie in Wort und Bild: Bosnien und Herzegowina"" (Vienna 1901). Moreover, he published a book on the Bosnian economy entitled ""Die bosnische Pflaume. Eine Handelsstudie"" (Vienna 1895). This book was printed in same year in English translation ""The Bosnian Plum. A Commercial Study"".
Teodor Zurunić married Baronin Olga Schröckinger (born on 19 March 1864) in the Church of St. Sava in Vienna on 11 January 1900. His address at that time was Marokkanergasse 18 (1030 Vienna). His best man was the journalist Djordje Djurković von Rozsa-Lehota (1843-1908). They had three daughters:
Tatjana Zurunić was born in Baden (today Austria) on 8 July 1900 and was baptised in the Church of St. Sava on 12 August. Roksanda Zurunić was born on 7 August 1902 in Baden and baptised in the Church of St. Sava on 7 September. Jelenka Zurunić was born on 7 July 1904 in Weikersdorf near Baden and baptised in the Church of St. Sava on 7 August. The godfather of all three daughters was Djordje Djurković von Rozsa-Lehota. Tatjana studied at the University of Vienna from 1918 to 1922. On 23 October 1922 she married the Yugoslav diplomat Konstantin Fotić (1891-1959) in the Church of St. Sava in Vienna. Roksanda finished also her studies at the University of Vienna. Zurunić's youngest daughter Jelenka was promoted to Dr of Philosophy at the University of Vienna on 20 July 1926.","5171","Property of the Family Miltner.","https://orthodoxes-wien.oeaw.ac.at/repository/pic/5171","Apartment of Teodor Zurunić","Here lived Dr. Teodor Zurunić (1866–1952), highest ranking official in the Austro- Hungarian Ministry for Bosnia and Herzegovina and Secretary of the Serbian Orthodox Church Community Council of St. Sava in Vienna, from 1917 to 1930.","16.392934585094274 48.206568972722948","https://orthodoxes-wien.oeaw.ac.at/repository/pic/4775"
